date,name,percentage
2019-03-01,SSE4.2,0.9463
2019-04-01,SSE4.2,0.9507
2019-05-01,SSE4.2,0.9520
2019-06-01,SSE4.2,0.9560
2019-07-01,SSE4.2,0.9548
2019-08-01,SSE4.2,0.9549
2019-09-01,SSE4.2,0.9570
2019-10-01,SSE4.2,0.9595
2019-11-01,SSE4.2,0.9610
2019-12-01,SSE4.2,0.9628
2020-01-01,SSE4.2,0.9619
2020-02-01,SSE4.2,0.9632
2020-03-01,SSE4.2,0.9716
2020-04-01,SSE4.2,0.9705
2020-05-01,SSE4.2,0.9708
2020-06-01,SSE4.2,0.9725
2020-07-01,SSE4.2,0.9745
2020-08-01,SSE4.2,0.9758
2020-09-01,SSE4.2,0.9774
2020-10-01,SSE4.2,0.9778
2020-11-01,SSE4.2,0.9781
2020-12-01,SSE4.2,0.9823
2021-01-01,SSE4.2,0.9816
2021-02-01,SSE4.2,0.9828
2021-03-01,SSE4.2,0.9831
2021-04-01,SSE4.2,0.9836
2021-05-01,SSE4.2,0.9843
2021-06-01,SSE4.2,0.9837
2021-07-01,SSE4.2,0.9829
2021-08-01,SSE4.2,0.9843
2021-09-01,SSE4.2,0.9845
2021-10-01,SSE4.2,0.9842
2021-11-01,SSE4.2,0.9844
2021-12-01,SSE4.2,0.9853
2022-01-01,SSE4.2,0.9850
2022-02-01,SSE4.2,0.9857
2022-03-01,SSE4.2,0.9872
2022-04-01,SSE4.2,0.9869
2022-05-01,SSE4.2,0.9881
2022-06-01,SSE4.2,0.9874
2022-07-01,SSE4.2,0.9892
2022-08-01,SSE4.2,0.9883
2022-09-01,SSE4.2,0.9895
2022-10-01,SSE4.2,0.9905
2022-11-01,SSE4.2,0.9898
2022-12-01,SSE4.2,0.9899
2023-01-01,SSE4.2,0.9899
2023-02-01,SSE4.2,0.9908
2023-03-01,SSE4.2,0.9943
2023-04-01,SSE4.2,0.9913
2023-05-01,SSE4.2,0.9918
