date,name,percentage
2008-12-01,SSE4.2,0
2009-01-01,SSE4.2,0
2009-02-01,SSE4.2,0
2009-03-01,SSE4.2,0
2009-04-01,SSE4.2,0
2009-05-01,SSE4.2,0
2009-06-01,SSE4.2,0
2009-07-01,SSE4.2,0
2009-08-01,SSE4.2,0
2009-09-01,SSE4.2,0
2009-10-01,SSE4.2,0
2009-11-01,SSE4.2,0
2009-12-01,SSE4.2,0
2010-01-01,SSE4.2,0
2010-02-01,SSE4.2,0
2010-03-01,SSE4.2,0
2010-04-01,SSE4.2,0
2010-05-01,SSE4.2,0
2010-06-01,SSE4.2,0
2010-07-01,SSE4.2,0.1136
2010-08-01,SSE4.2,0.1226
2010-09-01,SSE4.2,0.1316
2010-10-01,SSE4.2,0.1406
2010-11-01,SSE4.2,0.1541
2010-12-01,SSE4.2,0.1676
2011-01-01,SSE4.2,0.1639
2011-02-01,SSE4.2,0.1639
2011-03-01,SSE4.2,0.1942
2011-04-01,SSE4.2,0.1942
2011-05-01,SSE4.2,0.2105
2011-06-01,SSE4.2,0.2105
2011-07-01,SSE4.2,0.2222
2011-08-01,SSE4.2,0.2222
2011-09-01,SSE4.2,0.1541
2011-10-01,SSE4.2,0.1465
2011-11-01,SSE4.2,0.1541
2011-12-01,SSE4.2,0.1581
2012-01-01,SSE4.2,0.1621
2012-02-01,SSE4.2,0.2564
2012-03-01,SSE4.2,0.3700
2012-04-01,SSE4.2,0.3735
2012-05-01,SSE4.2,0.3845
2012-06-01,SSE4.2,0.3955
2012-07-01,SSE4.2,0.4066
2012-08-01,SSE4.2,0.4255
2012-09-01,SSE4.2,0.4444
2012-10-01,SSE4.2,0.4526
2012-11-01,SSE4.2,0.4608
2012-12-01,SSE4.2,0.4688
2013-01-01,SSE4.2,0.4768
2013-02-01,SSE4.2,0.5008
2013-03-01,SSE4.2,0.5400
2013-04-01,SSE4.2,0.5792
2013-05-01,SSE4.2,0.6184
2013-06-01,SSE4.2,0.5693
2013-07-01,SSE4.2,0.5807
2013-08-01,SSE4.2,0.5921
2013-09-01,SSE4.2,0.6030
2013-10-01,SSE4.2,0.6139
2013-11-01,SSE4.2,0.6231
2013-12-01,SSE4.2,0.6316
2014-01-01,SSE4.2,0.6424
2014-03-01,SSE4.2,0.6620
2014-04-01,SSE4.2,0.6658
2014-05-01,SSE4.2,0.6774
2014-06-01,SSE4.2,0.6769
2014-07-01,SSE4.2,0.6898
2014-08-01,SSE4.2,0.6948
2014-09-01,SSE4.2,0.7079
2014-10-01,SSE4.2,0.7108
2014-11-01,SSE4.2,0.7174
2014-12-01,SSE4.2,0.7241
2015-01-01,SSE4.2,0.7336
2015-02-01,SSE4.2,0.7389
2015-03-01,SSE4.2,0.7457
2015-04-01,SSE4.2,0.7543
2015-05-01,SSE4.2,0.7544
2015-06-01,SSE4.2,0.7632
2015-07-01,SSE4.2,0.7717
2015-08-01,SSE4.2,0.7747
2015-09-01,SSE4.2,0.7800
2015-10-01,SSE4.2,0.7872
2015-11-01,SSE4.2,0.7935
2015-12-01,SSE4.2,0.7962
2016-01-01,SSE4.2,0.7970
2016-02-01,SSE4.2,0.8010
2016-03-01,SSE4.2,0.8121
2016-04-01,SSE4.2,0.8133
2016-05-01,SSE4.2,0.8197
2016-06-01,SSE4.2,0.8219
2016-07-01,SSE4.2,0.8256
2016-08-01,SSE4.2,0.8327
2016-09-01,SSE4.2,0.8378
2016-10-01,SSE4.2,0.8417
2016-11-01,SSE4.2,0.8476
2016-12-01,SSE4.2,0.8515
2017-01-01,SSE4.2,0.8526
2017-02-01,SSE4.2,0.8539
2017-03-01,SSE4.2,0.8658
2017-04-01,SSE4.2,0.8710
2017-05-01,SSE4.2,0.8759
2017-06-01,SSE4.2,0.8842
2017-07-01,SSE4.2,0.8836
2017-08-01,SSE4.2,0.9024
2017-09-01,SSE4.2,0.9119
2017-10-01,SSE4.2,0.8398
2017-11-01,SSE4.2,0.9585
2017-12-01,SSE4.2,0.9583
2018-01-01,SSE4.2,0.9633
2018-02-01,SSE4.2,0.9593
2018-03-01,SSE4.2,0.9517
2018-04-01,SSE4.2,0.9332
2018-05-01,SSE4.2,0.9341
2018-06-01,SSE4.2,0.9349
2018-07-01,SSE4.2,0.9400
2018-08-01,SSE4.2,0.9378
2018-09-01,SSE4.2,0.9424
2018-10-01,SSE4.2,0.9466
2018-11-01,SSE4.2,0.9423
2018-12-01,SSE4.2,0.9401
2019-01-01,SSE4.2,0.9420
2019-02-01,SSE4.2,0.9462
