date,name,percentage
2021-01-01,AVX512CD,0.0090
2021-01-01,AVX512ER,0.0000
2021-01-01,AVX512F,0.0090
2021-01-01,AVX512PF,0.0000
2021-01-01,AVX512VNNI,0.0075
2021-01-01,SSE2,1.0000
2021-01-01,SSE3,1.0000
2021-01-01,SSE4.1,0.9865
2021-01-01,SSE4.2,0.9816
2021-01-01,SSE4a,0.2703
2021-01-01,SSSE3,0.9908
2021-02-01,AVX,0.9459
2021-02-01,AVX2,0.8138
2021-02-01,AVX512CD,0.0104
2021-02-01,AVX512ER,0.0000
2021-02-01,AVX512F,0.0104
2021-02-01,AVX512PF,0.0000
2021-02-01,AVX512VNNI,0.0089
2021-02-01,SSE2,1.0000
2021-02-01,SSE3,1.0000
2021-02-01,SSE4.1,0.9873
2021-02-01,SSE4.2,0.9828
2021-02-01,SSE4a,0.2765
2021-02-01,SSSE3,0.9912
2021-03-01,AVX,0.9462
2021-03-01,AVX2,0.8167
2021-03-01,AVX512CD,0.0110
2021-03-01,AVX512ER,0.0000
2021-03-01,AVX512F,0.0110
2021-03-01,AVX512PF,0.0000
2021-03-01,AVX512VNNI,0.0096
2021-03-01,SSE2,1.0000
2021-03-01,SSE3,1.0000
2021-03-01,SSE4.1,0.9876
2021-03-01,SSE4.2,0.9831
2021-03-01,SSE4a,0.2812
2021-03-01,SSSE3,0.9915
2021-04-01,AVX,0.9477
2021-04-01,AVX2,0.8228
2021-04-01,AVX512CD,0.0117
2021-04-01,AVX512ER,0.0000
2021-04-01,AVX512F,0.0117
2021-04-01,AVX512PF,0.0000
2021-04-01,AVX512VNNI,0.0104
2021-04-01,SSE2,1.0000
2021-04-01,SSE3,1.0000
2021-04-01,SSE4.1,0.9880
2021-04-01,SSE4.2,0.9836
2021-04-01,SSE4a,0.2865
2021-04-01,SSSE3,0.9917
2021-05-01,AVX,0.9476
2021-05-01,AVX2,0.8239
2021-05-01,AVX512CD,0.0136
2021-05-01,AVX512ER,0.0000
2021-05-01,AVX512F,0.0136
2021-05-01,AVX512PF,0.0000
2021-05-01,AVX512VNNI,0.0122
2021-05-01,SSE2,1.0000
2021-05-01,SSE3,1.0000
2021-05-01,SSE4.1,0.9884
2021-05-01,SSE4.2,0.9843
2021-05-01,SSE4a,0.2926
2021-05-01,SSSE3,0.9921
2021-06-01,AVX,0.9459
2021-06-01,AVX2,0.8321
2021-06-01,AVX512CD,0.0186
2021-06-01,AVX512ER,0.0000
2021-06-01,AVX512F,0.0186
2021-06-01,AVX512PF,0.0000
2021-06-01,AVX512VNNI,0.0176
2021-06-01,SSE2,1.0000
2021-06-01,SSE3,1.0000
2021-06-01,SSE4.1,0.9879
2021-06-01,SSE4.2,0.9837
2021-06-01,SSE4a,0.2772
2021-06-01,SSSE3,0.9920
2021-07-01,AVX,0.9420
2021-07-01,AVX2,0.8266
2021-07-01,AVX512CD,0.0234
2021-07-01,AVX512ER,0.0000
2021-07-01,AVX512F,0.0234
2021-07-01,AVX512PF,0.0000
2021-07-01,AVX512VNNI,0.0224
2021-07-01,SSE2,1.0000
2021-07-01,SSE3,1.0000
2021-07-01,SSE4.1,0.9873
2021-07-01,SSE4.2,0.9829
2021-07-01,SSE4a,0.2850
2021-07-01,SSSE3,0.9917
2021-08-01,AVX,0.9470
2021-08-01,AVX2,0.8409
2021-08-01,AVX512CD,0.0289
2021-08-01,AVX512ER,0.0000
2021-08-01,AVX512F,0.0289
2021-08-01,AVX512PF,0.0000
2021-08-01,AVX512VNNI,0.0281
2021-08-01,SSE2,1.0000
2021-08-01,SSE3,1.0000
2021-08-01,SSE4.1,0.9884
2021-08-01,SSE4.2,0.9843
2021-08-01,SSE4a,0.2672
2021-08-01,SSSE3,0.9924
2021-09-01,AVX,0.9459
2021-09-01,AVX2,0.8373
2021-09-01,AVX512CD,0.0366
2021-09-01,AVX512ER,0.0000
2021-09-01,AVX512F,0.0366
2021-09-01,AVX512PF,0.0000
2021-09-01,AVX512VNNI,0.0357
2021-09-01,SSE2,1.0000
2021-09-01,SSE3,1.0000
2021-09-01,SSE4.1,0.9886
2021-09-01,SSE4.2,0.9845
2021-09-01,SSE4a,0.2948
2021-09-01,SSSE3,0.9925
2021-10-01,AVX,0.9427
2021-10-01,AVX2,0.8391
2021-10-01,AVX512CD,0.0418
2021-10-01,AVX512ER,0.0000
2021-10-01,AVX512F,0.0418
2021-10-01,AVX512PF,0.0000
2021-10-01,AVX512VNNI,0.0408
2021-10-01,SSE2,1.0000
2021-10-01,SSE3,1.0000
2021-10-01,SSE4.1,0.9884
2021-10-01,SSE4.2,0.9842
2021-10-01,SSE4a,0.3012
2021-10-01,SSSE3,0.9924
2021-11-01,AVX,0.9446
2021-11-01,AVX2,0.8598
2021-11-01,AVX512CD,0.0505
2021-11-01,AVX512ER,0.0000
2021-11-01,AVX512F,0.0505
2021-11-01,AVX512PF,0.0000
2021-11-01,AVX512VNNI,0.0493
2021-11-01,SSE2,1.0000
2021-11-01,SSE3,1.0000
2021-11-01,SSE4.1,0.9886
2021-11-01,SSE4.2,0.9844
2021-11-01,SSE4a,0.3074
2021-11-01,SSSE3,0.9925
2021-12-01,AVX,0.9466
2021-12-01,AVX2,0.8665
2021-12-01,AVX512CD,0.0561
2021-12-01,AVX512ER,0.0000
2021-12-01,AVX512F,0.0561
2021-12-01,AVX512PF,0.0000
2021-12-01,AVX512VNNI,0.0550
2021-12-01,SSE2,1.0000
2021-12-01,SSE3,1.0000
2021-12-01,SSE4.1,0.9892
2021-12-01,SSE4.2,0.9853
2021-12-01,SSE4a,0.2995
2021-12-01,SSSE3,0.9929
2022-01-01,AVX,0.9438
2022-01-01,AVX2,0.8631
2022-01-01,AVX512CD,0.0628
2022-01-01,AVX512ER,0.0000
2022-01-01,AVX512F,0.0628
2022-01-01,AVX512PF,0.0000
2022-01-01,AVX512VNNI,0.0617
2022-01-01,SSE2,1.0000
2022-01-01,SSE3,1.0000
2022-01-01,SSE4.1,0.9889
2022-01-01,SSE4.2,0.9850
2022-01-01,SSE4a,0.3016
2022-01-01,SSSE3,0.9927
2022-02-01,AVX,0.9462
2022-02-01,AVX2,0.8692
2022-02-01,AVX512CD,0.0678
2022-02-01,AVX512ER,0.0000
2022-02-01,AVX512F,0.0678
2022-02-01,AVX512PF,0.0000
2022-02-01,AVX512VNNI,0.0667
2022-02-01,SSE2,1.0000
2022-02-01,SSE3,1.0000
2022-02-01,SSE4.1,0.9895
2022-02-01,SSE4.2,0.9857
2022-02-01,SSE4a,0.3018
2022-02-01,SSSE3,0.9931
2022-03-01,AVX,0.9501
2022-03-01,AVX2,0.8775
2022-03-01,AVX512CD,0.0725
2022-03-01,AVX512ER,0.0000
2022-03-01,AVX512F,0.0725
2022-03-01,AVX512PF,0.0000
2022-03-01,AVX512VNNI,0.0713
2022-03-01,SSE2,1.0000
2022-03-01,SSE3,1.0000
2022-03-01,SSE4.1,0.9906
2022-03-01,SSE4.2,0.9872
2022-03-01,SSE4a,0.2999
2022-03-01,SSSE3,0.9939
2022-04-01,AVX,0.9481
2022-04-01,AVX2,0.8737
2022-04-01,AVX512CD,0.0752
2022-04-01,AVX512ER,0.0000
2022-04-01,AVX512F,0.0752
2022-04-01,AVX512PF,0.0000
2022-04-01,AVX512VNNI,0.0741
2022-04-01,SSE2,1.0000
2022-04-01,SSE3,1.0000
2022-04-01,SSE4.1,0.9904
2022-04-01,SSE4.2,0.9869
2022-04-01,SSE4a,0.3084
2022-04-01,SSSE3,0.9938
2022-05-01,AVX,0.9531
2022-05-01,AVX2,0.8826
2022-05-01,AVX512CD,0.0743
2022-05-01,AVX512ER,0.0000
2022-05-01,AVX512F,0.0743
2022-05-01,AVX512PF,0.0000
2022-05-01,AVX512VNNI,0.0732
2022-05-01,SSE2,1.0000
2022-05-01,SSE3,1.0000
2022-05-01,SSE4.1,0.9912
2022-05-01,SSE4.2,0.9881
2022-05-01,SSE4a,0.3220
2022-05-01,SSSE3,0.9941
2022-06-01,AVX,0.9483
2022-06-01,AVX2,0.8778
2022-06-01,AVX512CD,0.0788
2022-06-01,AVX512ER,0.0000
2022-06-01,AVX512F,0.0788
2022-06-01,AVX512PF,0.0000
2022-06-01,AVX512VNNI,0.0774
2022-06-01,SSE2,1.0000
2022-06-01,SSE3,1.0000
2022-06-01,SSE4.1,0.9908
2022-06-01,SSE4.2,0.9874
2022-06-01,SSE4a,0.3087
2022-06-01,SSSE3,0.9940
2022-07-01,AVX,0.9581
2022-07-01,AVX2,0.8896
2022-07-01,AVX512CD,0.0713
2022-07-01,AVX512ER,0.0000
2022-07-01,AVX512F,0.0713
2022-07-01,AVX512PF,0.0000
2022-07-01,AVX512VNNI,0.0702
2022-07-01,SSE2,1.0000
2022-07-01,SSE3,1.0000
2022-07-01,SSE4.1,0.9919
2022-07-01,SSE4.2,0.9892
2022-07-01,SSE4a,0.3334
2022-07-01,SSSE3,0.9944
2022-08-01,AVX,0.9489
2022-08-01,AVX2,0.8815
2022-08-01,AVX512CD,0.0830
2022-08-01,AVX512ER,0.0000
2022-08-01,AVX512F,0.0830
2022-08-01,AVX512PF,0.0000
2022-08-01,AVX512VNNI,0.0821
2022-08-01,SSE2,1.0000
2022-08-01,SSE3,1.0000
2022-08-01,SSE4.1,0.9915
2022-08-01,SSE4.2,0.9883
2022-08-01,SSE4a,0.3147
2022-08-01,SSSE3,0.9945
2022-09-01,AVX,0.9527
2022-09-01,AVX2,0.8905
2022-09-01,AVX512CD,0.0861
2022-09-01,AVX512ER,0.0000
2022-09-01,AVX512F,0.0861
2022-09-01,AVX512PF,0.0000
2022-09-01,AVX512VNNI,0.0852
2022-09-01,SSE2,1.0000
2022-09-01,SSE3,1.0000
2022-09-01,SSE4.1,0.9924
2022-09-01,SSE4.2,0.9895
2022-09-01,SSE4a,0.3075
2022-09-01,SSSE3,0.9950
2022-10-01,AVX,0.9543
2022-10-01,AVX2,0.8924
2022-10-01,AVX512CD,0.0873
2022-10-01,AVX512ER,0.0000
2022-10-01,AVX512F,0.0873
2022-10-01,AVX512PF,0.0000
2022-10-01,AVX512VNNI,0.0865
2022-10-01,SSE2,1.0000
2022-10-01,SSE3,1.0000
2022-10-01,SSE4.1,0.9930
2022-10-01,SSE4.2,0.9905
2022-10-01,SSE4a,0.2868
2022-10-01,SSSE3,0.9955
2022-11-01,AVX,0.9517
2022-11-01,AVX2,0.8892
2022-11-01,AVX512CD,0.0900
2022-11-01,AVX512ER,0.0000
2022-11-01,AVX512F,0.0900
2022-11-01,AVX512PF,0.0000
2022-11-01,AVX512VNNI,0.0891
2022-11-01,SSE2,1.0000
2022-11-01,SSE3,1.0000
2022-11-01,SSE4.1,0.9925
2022-11-01,SSE4.2,0.9898
2022-11-01,SSE4a,0.3239
2022-11-01,SSSE3,0.9950
2022-12-01,AVX,0.9514
2022-12-01,AVX2,0.8897
2022-12-01,AVX512CD,0.0913
2022-12-01,AVX512ER,0.0000
2022-12-01,AVX512F,0.0913
2022-12-01,AVX512PF,0.0000
2022-12-01,AVX512VNNI,0.0904
2022-12-01,SSE2,1.0000
2022-12-01,SSE3,1.0000
2022-12-01,SSE4.1,0.9925
2022-12-01,SSE4.2,0.9899
2022-12-01,SSE4a,0.3167
2022-12-01,SSSE3,0.9951
2023-01-01,AVX,0.9502
2023-01-01,AVX2,0.8884
2023-01-01,AVX512CD,0.0958
2023-01-01,AVX512ER,0.0000
2023-01-01,AVX512F,0.0958
2023-01-01,AVX512PF,0.0000
2023-01-01,AVX512VNNI,0.0947
2023-01-01,SSE2,1.0000
2023-01-01,SSE3,1.0000
2023-01-01,SSE4.1,0.9925
2023-01-01,SSE4.2,0.9899
2023-01-01,SSE4a,0.3227
2023-01-01,SSSE3,0.9951
2023-02-01,AVX,0.9546
2023-02-01,AVX2,0.8977
2023-02-01,AVX512CD,0.0955
2023-02-01,AVX512ER,0.0000
2023-02-01,AVX512F,0.0955
2023-02-01,AVX512PF,0.0000
2023-02-01,AVX512VNNI,0.0946
2023-02-01,SSE2,1.0000
2023-02-01,SSE3,1.0000
2023-02-01,SSE4.1,0.9932
2023-02-01,SSE4.2,0.9908
2023-02-01,SSE4a,0.3229
2023-02-01,SSSE3,0.9956
2023-03-01,AVX,0.9725
2023-03-01,AVX2,0.9346
2023-03-01,AVX512CD,0.0910
2023-03-01,AVX512ER,0.0000
2023-03-01,AVX512F,0.0910
2023-03-01,AVX512PF,0.0000
2023-03-01,AVX512VNNI,0.0905
2023-03-01,SSE2,1.0000
2023-03-01,SSE3,1.0000
2023-03-01,SSE4.1,0.9958
2023-03-01,SSE4.2,0.9943
2023-03-01,SSE4a,0.2375
2023-03-01,SSSE3,0.9972
2023-04-01,AVX,0.9561
2023-04-01,AVX2,0.9001
2023-04-01,AVX512CD,0.0959
2023-04-01,AVX512ER,0.0000
2023-04-01,AVX512F,0.0959
2023-04-01,AVX512PF,0.0000
2023-04-01,AVX512VNNI,0.0951
2023-04-01,SSE2,1.0000
2023-04-01,SSE3,1.0000
2023-04-01,SSE4.1,0.9936
2023-04-01,SSE4.2,0.9913
2023-04-01,SSE4a,0.3238
2023-04-01,SSSE3,0.9958
2023-05-01,AVX,0.9560
2023-05-01,AVX2,0.9024
2023-05-01,AVX512CD,0.0974
2023-05-01,AVX512ER,0.0000
2023-05-01,AVX512F,0.0974
2023-05-01,AVX512PF,0.0000
2023-05-01,AVX512VNNI,0.0966
2023-05-01,SSE2,1.0000
2023-05-01,SSE3,1.0000
2023-05-01,SSE4.1,0.9940
2023-05-01,SSE4.2,0.9918
2023-05-01,SSE4a,0.3206
2023-05-01,SSSE3,0.9960
